ids,target,prediction
mp-1516478,0.0,0.08440061
mp-885521,0.0,0.0087643
mp-1178302,0.0,0.0674297
mp-2227656,0.0,0.0008137992
mp-754842,0.0,0.006830176
mp-774620,0.0,0.03323007
mp-752904,0.0,0.0014328695
mp-1099974,0.0,0.012493317
mp-1043865,0.0,0.0064581856
mp-1028094,0.0,0.0018418343
mp-2230337,0.0,0.0005120524
mp-758741,0.0,0.4338282
mp-1234624,0.0,0.0007669532
mp-1228619,0.0,0.09408459
mp-1022464,0.0,0.0010701789
mp-1223137,0.0,0.06581042
mp-1275262,0.0,0.010776614
mp-1225421,0.0,0.13967952
mp-1290528,0.0,0.0033413281
mp-1042940,0.0,0.0040107733
mp-771065,0.0,0.0006601532
mp-1176412,0.0,0.02318992
mp-756311,0.0,0.001540045
mp-1213406,0.0,0.3558111
mp-1399132,0.0,0.004698031
mp-774231,0.0,0.001903687
mp-777457,0.0,0.010668061
mp-757146,0.0,0.0015777039
mp-558641,1.0,0.49581203
mp-1523161,0.0,0.021682413
mp-1217361,0.0,0.145135
mp-2227354,0.0,0.0007258495
mp-1101943,1.0,0.71996814
mp-759229,0.0,0.00103603
mp-763767,0.0,0.16674338
mp-756010,0.0,0.011363402
mp-2219511,0.0,0.0002608245
mp-628588,1.0,0.21996124
mp-1096246,0.0,0.006712305
mp-1181880,0.0,0.23939118
mp-752697,0.0,0.0026650424
mp-1223779,0.0,0.19051428
mp-1104485,1.0,0.20307124
mp-1218834,0.0,0.019370038
mp-778884,0.0,0.0028377497
mp-2231237,0.0,0.0012858969
mp-1219026,0.0,0.18130824
mp-532423,0.0,0.0007876498
mp-1213299,0.0,0.8632047
mp-753634,0.0,0.00672481
mp-1196208,1.0,0.09009913
mp-1184374,0.0,4.744801e-06
mp-1027884,0.0,0.005328234
mp-20245,1.0,0.6384073
mp-775215,0.0,0.00076763326
mp-504549,1.0,0.3621941
mp-766461,0.0,0.001717145
mp-758173,0.0,0.0048184954
mp-831266,0.0,0.0017478457
mp-806951,0.0,0.0037720667
mp-1215395,0.0,0.39409012
mp-984102,0.0,0.14273417
mp-761176,0.0,0.01047817
mp-1205415,0.0,0.060464326
mp-2779,1.0,0.38982502
mp-770523,0.0,0.00081017497
mp-558156,1.0,0.0469624
mp-753978,0.0,0.0013387117
mp-1202947,1.0,0.25936908
mp-28696,1.0,0.57164
mp-1192851,1.0,0.38419193
mp-1096119,0.0,0.024551878
mp-1217582,0.0,0.099911384
mp-768687,0.0,0.00070635276
mp-1213918,0.0,0.084885985
mp-685871,0.0,0.6214983
mp-1225371,0.0,0.031710286
mp-2218721,0.0,0.00034276236
mp-1173588,0.0,0.026481941
mp-1520811,0.0,0.061470553
mp-1027792,0.0,0.0014629449
mp-2231570,0.0,0.00071471324
mp-1569036,0.0,0.00304349
mp-20851,0.0,0.22408989
mp-777455,0.0,0.0430175
mp-766497,0.0,0.0029201615
mp-781012,0.0,0.03277849
mp-504649,1.0,0.19762452
mp-1220287,0.0,0.041366354
mp-504491,1.0,0.6340866
mp-1205871,0.0,0.25681674
mp-867304,0.0,0.15110628
mp-765561,0.0,0.000958484
mp-1245395,0.0,0.26370826
mp-1178232,0.0,0.16263132
mp-1222302,0.0,0.011424568
mp-1225807,0.0,0.023304403
mp-771836,0.0,0.010640687
mp-776010,0.0,0.06487595
mp-1212733,0.0,0.28681806
mp-1247206,0.0,0.0080558015
mp-759383,0.0,0.012598597
mp-754764,0.0,0.09507373
mp-1044380,0.0,0.00018615297
mp-2232217,0.0,0.002311204
mp-1218634,0.0,0.0552347
mp-1217342,0.0,0.028210469
mp-765958,0.0,0.01786252
mp-1225589,0.0,0.02384965
mp-765583,0.0,0.022781799
mp-781611,0.0,0.002654839
mp-1193219,1.0,0.4010588
mp-649213,1.0,0.67853695
mp-704536,1.0,0.628934
mp-1211889,0.0,0.25310427
mp-774917,0.0,0.02897726
mp-771048,0.0,0.003662758
mp-2217276,0.0,0.0011551281
mp-1219455,0.0,0.13028792
mp-861553,0.0,0.00073817564
mp-752916,0.0,0.0013887958
mp-21255,1.0,0.8404841
mp-1246508,0.0,0.07725984
mp-1048387,0.0,0.08649893
mp-1200872,1.0,0.053762745
mp-1246746,0.0,0.47150618
mp-1245108,0.0,0.045659203
mp-1191229,1.0,0.69404465
mp-21094,1.0,0.10094129
mp-754758,0.0,0.003038228
mp-1207523,0.0,0.45872486
mp-780977,0.0,0.0021003406
mp-1191064,1.0,0.08615887
mp-771042,0.0,0.0008239854
mp-771894,0.0,0.00041751552
mp-1211939,0.0,0.06865978
mp-774165,0.0,0.040931545
mp-1212788,0.0,0.425719
mp-776904,0.0,0.0060899206
mp-1218900,0.0,0.28812304
mp-765643,0.0,0.001780653
mp-1297814,0.0,0.0029792336
mp-1225552,0.0,0.0068817465
mp-768729,0.0,0.296198
mp-1200780,1.0,0.42106506
mp-766542,0.0,0.0060446654
mp-1193638,0.0,0.25514656
mp-675858,0.0,0.459502
mp-780121,0.0,0.013289247
mp-1275790,0.0,0.1136965
mp-756489,0.0,0.020905701
mp-1223350,0.0,0.059272163
mp-1102754,1.0,0.9079038
mp-1036463,0.0,0.00029723323
mp-684837,0.0,0.028005976
mp-776730,0.0,0.014404112
mp-1022457,0.0,0.0028138112
mp-2229926,0.0,0.00021497687
mp-867783,0.0,0.000757621
mp-975322,0.0,0.28310183
mp-1225932,0.0,0.3446306
mp-1177129,0.0,0.0011083585
mp-759730,0.0,0.09038587
mp-569783,1.0,0.7542618
mp-776933,0.0,0.035381205
mp-1223050,0.0,0.06327697
mp-757629,0.0,0.0011301123
mp-778673,0.0,0.09047033
mp-1228629,0.0,0.55212843
mp-764747,0.0,0.026754117
mp-756421,0.0,0.0017593396
mp-772076,0.0,0.0007905049
mp-2233316,0.0,0.007697439
mp-1018061,0.0,0.24303673
mp-767773,0.0,0.002117466
mp-758113,0.0,0.0106008835
mp-775022,0.0,0.0041243206
mp-1218585,0.0,0.05211899
mp-645418,0.0,0.20470372
mp-773636,0.0,0.2636625
mp-1205381,1.0,0.9194271
mp-1181467,0.0,0.37512794
mp-3890,1.0,0.048675094
mp-560311,0.0,0.3312292
mp-1573004,0.0,0.0005449986
mp-1104317,1.0,0.72060615
mp-771651,0.0,0.0015369041
mp-1216267,0.0,0.011478882
mp-27008,0.0,0.15108341
mp-1218020,0.0,0.15983582
mp-773757,0.0,0.0032257175
mp-1233089,0.0,0.04801456
mp-23081,1.0,0.56212044
mp-1211097,0.0,0.009278028
mp-248,1.0,0.06677504
mp-1227068,0.0,0.14060745
mp-1176482,0.0,0.0067790137
mp-760043,0.0,0.004039558
mp-21939,1.0,0.2540213
mp-1223766,0.0,0.41311178
mp-1095848,0.0,0.015988255
mp-754413,0.0,0.0117114065
mp-1196313,1.0,0.30653867
mp-1212484,0.0,0.16983762
mp-1191346,1.0,0.44121245
mp-1218209,0.0,0.00686929
mp-1080113,1.0,0.83860445
mp-1143147,0.0,0.20338394
mp-1517671,0.0,0.00082850293
mp-1247471,0.0,0.083054535
mp-772649,0.0,0.0012369974
mp-770764,0.0,0.003239013
mp-2218994,0.0,0.00015102423
mp-704186,0.0,0.0029421102
mp-2231170,0.0,0.0004892183
mp-764573,0.0,0.0023016077
mp-1196845,1.0,0.42128277
mp-26563,0.0,0.002198986
mp-728472,1.0,0.8315892
mp-1106187,1.0,0.490362
mp-1224875,0.0,0.13230221
mp-1177440,0.0,0.002222894
mp-777815,0.0,0.005289185
mp-778844,0.0,0.0014243543
mp-1177821,0.0,0.0024648681
mp-1224758,0.0,0.22880091
mp-758798,0.0,0.0009597543
mp-1213658,0.0,0.3792947
mp-1306478,0.0,0.0030638422
mp-753636,0.0,0.17886968
mp-2230309,0.0,0.0015565702
mp-756100,0.0,0.07281746
mp-1206115,0.0,0.28277296
mp-1184444,0.0,0.0635492
mp-1234239,0.0,0.00058623747
mp-1211336,0.0,0.42528573
mp-1377137,0.0,0.019768303
mp-775281,0.0,0.005240549
mp-1223357,0.0,0.5195258
mp-2219662,0.0,0.00029425492
mp-2218956,0.0,0.003579551
mp-1217717,0.0,0.18896809
mp-1227683,0.0,0.05676854
mp-780328,0.0,0.008396851
mp-555470,1.0,0.057519753
mp-760364,0.0,0.001474242
mp-760932,0.0,0.0016840491
mp-762710,0.0,0.00078454195
mp-1225655,0.0,0.5610113
mp-1103997,0.0,0.06603649
mp-1217239,0.0,0.10038008
mp-1196503,1.0,0.25731507
mp-2228564,0.0,0.004722101
mp-774281,0.0,0.001668729
mp-1223335,0.0,0.009179328
mp-1226907,0.0,0.010030243
mp-2230972,0.0,0.00026770885
mp-1217941,0.0,0.60822487
mp-766530,0.0,0.0069007585
mp-807965,0.0,0.0025351858
mp-1219361,0.0,0.028667714
mp-776635,0.0,0.0109566
mp-1517377,0.0,0.065925784
mp-1027974,0.0,0.0017958056
mp-1178108,0.0,0.00017629523
mp-752883,0.0,0.00060236844
mp-616481,1.0,0.48854563
mp-1176405,0.0,0.06699574
mp-2230391,0.0,0.00044799628
mp-1176752,0.0,0.0039915466
mp-1218399,0.0,0.0029646265
mp-1237867,1.0,0.21916604
mp-1235368,0.0,0.0022737915
mp-770508,0.0,0.0021982496
mp-1218469,0.0,0.0091628535
mp-755230,0.0,0.016803978
mp-777998,0.0,0.0025246956
mp-1035457,0.0,0.0003372517
mp-1221962,0.0,0.1871724
mp-1227549,0.0,0.103204876
mp-1274243,0.0,0.12684318
mp-757441,0.0,0.0012733593
mp-752670,0.0,0.028034689
mp-1210726,0.0,0.013804762
mp-849291,0.0,0.016667698
mp-863443,0.0,0.0011193425
mp-1041946,0.0,0.044806764
mp-849710,0.0,0.001887811
mp-2218960,0.0,0.0021519843
mp-630866,1.0,0.3808429
mp-1217609,0.0,0.07469269
mp-780766,0.0,0.012135572
mp-1279116,0.0,0.0601024
mp-1354450,0.0,0.05044526
mp-1521801,0.0,0.041110482
mp-782634,0.0,0.032705024
mp-754471,0.0,0.0017919324
mp-510517,1.0,0.26328185
mp-1215063,0.0,0.33384514
mp-510036,1.0,0.14396489
mp-1191230,0.0,0.4609354
mp-752991,0.0,0.030513197
mp-2220201,0.0,0.0015204513
mp-752751,0.0,0.0026369735
mp-766829,0.0,0.00031717992
mp-1105639,1.0,0.60320216
mp-1212296,0.0,0.42498046
mp-1032839,0.0,0.00013667227
mp-1037923,0.0,0.00034279763
mp-22252,1.0,0.25153345
mp-1295905,0.0,0.12416686
mp-856325,0.0,0.0011170832
mp-34978,0.0,0.04598814
mp-761211,0.0,0.0015912578
mp-1192651,1.0,0.07287789
mp-770655,0.0,0.00060026743
mp-1217662,0.0,0.3509577
mp-753943,0.0,0.03848821
mp-758631,0.0,0.0066552646
mp-1018176,1.0,0.8305865
mp-26336,0.0,0.21100223
mp-2228623,0.0,0.014203259
mp-1224947,0.0,0.07806857
mp-850878,0.0,0.0616248
mp-1027889,0.0,0.0014315412
mp-558429,1.0,0.18712722
mp-1223162,0.0,0.057428766
mp-1380484,0.0,0.15588425
mp-776288,0.0,0.14450075
mp-1517149,0.0,0.030455003
mp-1235843,0.0,0.0045925337
mp-1229132,0.0,0.058002118
mp-1192618,1.0,0.55501854
mp-26750,0.0,0.15762359
mp-2230235,0.0,0.0013396925
mp-1044026,0.0,0.010515076
mp-777513,0.0,0.09471946
mp-1111396,0.0,0.5238501
mp-1245751,0.0,0.034059957
mp-556875,1.0,0.5354369
mp-776606,0.0,0.048103508
mp-17443,1.0,0.76555055
mp-770941,0.0,0.0010451116
mp-1277038,0.0,0.0034514957
mp-1208026,0.0,0.4052206
mp-1096444,0.0,0.02142876
mp-1178270,0.0,0.00705972
mp-1102707,1.0,0.47434285
mp-769653,0.0,0.0023541353
mp-1038045,0.0,0.00034232344
mp-39995,0.0,0.02083189
mp-1225445,0.0,0.37040836
mp-1197275,1.0,0.35677943
mp-687255,1.0,0.1734049
mp-1173562,0.0,0.053975817
mp-1101870,1.0,0.58681893
mp-1200024,1.0,0.26973557
mp-1204862,1.0,0.55109483
mp-778791,0.0,0.087482005
mp-756824,0.0,0.0013811075
mp-2232414,0.0,0.00038081457
mp-768294,0.0,0.00080912345
mp-1032500,0.0,0.0001189521
mp-760796,0.0,0.0008103842
mp-637965,1.0,0.9730515
mp-1184225,0.0,0.27925995
mp-1195335,1.0,0.056119017
mp-1297347,0.0,0.1714829
mp-759860,0.0,0.0021652912
mp-648633,1.0,0.78490746
mp-1093786,0.0,0.031265993
mp-685128,0.0,0.39217934
mp-1176891,0.0,0.0015420098
mp-1062988,1.0,0.5440884
mp-12962,1.0,0.5350697
mp-723036,1.0,0.60580313
mp-752590,0.0,0.045054205
mp-542896,1.0,0.06365564
mp-1178313,0.0,0.15527122
mp-778793,0.0,0.0054491684
mp-26805,0.0,0.0018997081
mp-1247015,0.0,0.026803397
mp-772865,0.0,0.0017778262
mp-782636,0.0,0.0008071474
mp-777466,0.0,0.008783799
mp-2750490,0.0,0.11905568
mp-1214052,0.0,0.17100395
mp-779538,0.0,0.009618932
mp-1246592,0.0,0.0010930279
mp-1217798,0.0,0.2383826
mp-1044037,0.0,0.028897705
mp-1220643,0.0,0.40225515
mp-1375060,0.0,0.0043054917
mp-1177123,0.0,0.0023311558
mp-1226541,0.0,0.19219276
mp-1643412,0.0,0.0006885956
mp-1204897,0.0,0.33239335
mp-800159,0.0,0.0005193697
mp-694890,0.0,0.23347996
mp-1216925,0.0,0.03571674
mp-746739,1.0,0.18435101
mp-1094055,0.0,0.0727197
mp-772669,0.0,0.014282243
mp-1194770,1.0,0.84108937
mp-759270,0.0,0.008360079
mp-758630,0.0,0.0012214467
mp-1225284,0.0,0.6534108
mp-1225160,0.0,0.06508833
mp-563010,1.0,0.41342866
mp-1220118,0.0,0.06451271
mp-1218838,0.0,0.04824714
mp-504863,1.0,0.2828524
mp-16272,1.0,0.8082103
mp-1199236,0.0,0.012679285
mp-763619,0.0,0.008428266
mp-772135,0.0,0.15437214
mp-758889,0.0,0.0032293473
mp-851087,0.0,0.004096424
mp-557398,1.0,0.28996724
mp-1032130,0.0,0.00010782508
mp-1201579,1.0,0.024835285
mp-757648,0.0,0.012012794
mp-1178279,0.0,0.013334919
mp-765604,0.0,0.002374879
mp-19136,1.0,0.29361218
mp-1216062,0.0,0.006896283
mp-761220,0.0,0.0017846972
mp-1201769,1.0,0.41031596
mp-772506,0.0,0.0006325829
mp-697835,0.0,0.03171325
mp-1037799,0.0,0.0003631072
mp-755101,0.0,0.014597646
mp-19165,1.0,0.2397833
mp-1225148,0.0,0.10521195
mp-1210860,0.0,0.033153202
mp-1643984,0.0,0.0030493173
mp-2220554,0.0,0.00076609274
mp-1177898,0.0,0.0010905556
mp-1189324,1.0,0.26764446
mp-1027948,0.0,0.001727314
mp-2219306,0.0,0.00016364748
mp-2628357,0.0,0.117505886
mp-694934,0.0,0.0014292322
mp-1099626,0.0,0.061114274
mp-775189,0.0,0.0011687295
mp-2231171,0.0,0.00026412902
mp-1235225,0.0,0.0006255861
mp-1177206,0.0,0.0011130966
mp-1177777,0.0,0.0024709394
mp-1104989,1.0,0.49768457
mp-1042815,0.0,0.0016975373
mp-760077,0.0,0.010644263
mp-1093826,0.0,0.0128201395
mp-1219059,0.0,0.026727624
mp-773801,0.0,0.0012221705
mp-1087539,1.0,0.8241834
mp-773198,0.0,0.0038395186
mp-2217753,0.0,0.003919263
mp-1105304,1.0,0.074992254
mp-1177776,0.0,0.0015431776
mp-626406,0.0,0.15014344
mp-769550,0.0,0.0016760613
mp-755826,0.0,0.0016535682
mp-694884,0.0,0.3573298
mp-1224793,0.0,0.14270052
mp-1035726,0.0,0.00034340736
mp-770953,0.0,0.19566524
mp-759959,0.0,0.0009078952
mp-1025290,0.0,0.36063775
mp-807760,0.0,0.005381884
mp-1517104,0.0,0.07833138
mp-764102,0.0,0.0054650586
mp-1209552,0.0,0.49326277
mp-1225054,0.0,0.5682888
mp-781767,0.0,0.00059301255
mp-1201079,1.0,0.7079456
mp-1041859,0.0,0.2584351
mp-744386,1.0,0.08732342
mp-531655,0.0,0.02601102
mp-754906,0.0,0.015614172
mp-761481,0.0,0.0012694696
mp-759942,0.0,0.0052892454
mp-1102392,1.0,0.48337066
mp-1219187,0.0,0.005096891
mp-1213097,0.0,0.056372326
mp-2232498,0.0,0.0008792459
mp-1044028,0.0,0.040349867
mp-1245504,0.0,0.08983906
mp-557546,1.0,0.060818527
mp-1293197,0.0,0.046097957
mp-779250,0.0,0.0012688157
mp-759895,0.0,0.002711169
mp-1190442,1.0,0.14149813
mp-1182698,0.0,0.17492174
mp-754639,0.0,0.35792634
mp-1520748,0.0,0.056295216
mp-2217559,0.0,0.0022953288
mp-759427,0.0,0.03398634
mp-1101300,0.0,0.0059665693
mp-18728,1.0,0.050411567
mp-756405,0.0,0.001052367
mp-1099275,0.0,0.0007742001
mp-1195892,1.0,0.51784676
mp-1224956,0.0,0.2291255
mp-2226109,0.0,0.000492625
mp-757258,0.0,0.012441548
mp-1224034,0.0,0.053486746
mp-1273649,0.0,0.3748553
mp-850880,0.0,0.015206135
mp-850404,0.0,0.0010912832
mp-756396,0.0,0.012206511
mp-1225058,0.0,0.02058795
mp-1224172,0.0,0.029072216
mp-558822,1.0,0.09940774
mp-755180,0.0,0.0040705744
mp-1211073,0.0,0.26924384
mp-2218741,0.0,0.00035902043
mp-2218469,0.0,0.00036949292
mp-27904,1.0,0.5159923
mp-1209639,0.0,0.30270898
mp-1245682,0.0,0.15733945
mp-1181422,0.0,0.5002091
mp-540740,1.0,0.13487479
mp-23069,1.0,0.20872104
mp-777781,0.0,0.0107204765
mp-720424,0.0,0.19678053
mp-757406,0.0,0.0010553238
mp-1238907,0.0,0.5602337
mp-1234863,0.0,0.00095963816
mp-1232847,0.0,0.3759311
mp-1333616,0.0,0.124138564
mp-27489,1.0,0.61181253
mp-1379871,0.0,0.00594826
mp-863880,0.0,0.00048266587
mp-1104614,1.0,0.44247815
mp-764969,0.0,0.0012898933
mp-34140,0.0,0.0049467813
mp-1250723,0.0,0.14923088
mp-772739,0.0,0.008719013
mp-763339,0.0,0.23118038
mp-2218495,0.0,0.00032368943
mp-1252316,0.0,0.15143505
mp-1177369,0.0,0.001810411
mp-1187427,0.0,0.0785093
mp-20049,1.0,0.051878102
mp-755913,0.0,0.003230744
mp-2240903,0.0,0.0021238795
mp-2218330,0.0,0.0012638681
mp-1105701,1.0,0.4257191
mp-1216668,0.0,0.012667245
mp-1043216,0.0,0.045307036
mp-764940,0.0,0.03330846
mp-1022184,0.0,0.0013755156
mp-752770,0.0,0.0017298121
mp-1248448,0.0,0.038716014
mp-1173576,0.0,0.001938452
mp-1246194,0.0,0.009030276
mp-1096767,0.0,0.23846643
mp-1196540,1.0,0.15001884
mp-1194620,1.0,0.75628185
mp-1210634,0.0,0.0006908311
mp-1233693,0.0,0.0007770383
mp-1209296,0.0,0.3269879
mp-1216008,0.0,0.08524647
mp-771170,0.0,0.0015908699
mp-1229026,0.0,0.040560517
mp-695491,0.0,0.20601365
mp-15120,1.0,0.6491311
mp-1176500,0.0,0.009996738
mp-1218147,0.0,0.0149391135
mp-14127,1.0,0.097412825
mp-1198160,1.0,0.031411454
mp-1182623,0.0,0.0013541211
mp-1202376,1.0,0.35567853
mp-1209469,0.0,0.18621649
mp-1228871,0.0,0.079288386
mp-759000,0.0,0.0022486546
mp-1520563,0.0,0.0039892606
mp-555458,1.0,0.2742824
mp-1076455,0.0,0.010237667
mp-1101922,1.0,0.8350521
mp-755521,0.0,0.00435735
mp-22312,1.0,0.6808755
mp-1223067,0.0,0.36645743
mp-1191987,1.0,0.917526
mp-1216847,0.0,0.067021735
mp-2229211,0.0,0.0021180261
mp-1225187,0.0,0.24622771
mp-39160,0.0,0.035834663
mp-1218282,0.0,0.6967294
mp-505632,1.0,0.6465106
mp-818683,0.0,0.2367525
mp-1212500,0.0,0.19191468
mp-753191,0.0,0.0002773516
mp-861502,0.0,0.029881587
mp-1102980,1.0,0.84940875
mp-772502,0.0,0.009749621
mp-753057,0.0,0.010658625
mp-2239961,0.0,0.0014469904
mp-735565,0.0,0.15913942
mp-1193501,1.0,0.004224717
mp-1233966,0.0,0.0068969633
mp-861176,0.0,0.0010074957
mp-1219057,0.0,0.18614992
mp-776573,0.0,0.0012950759
mp-753210,0.0,0.029107245
mp-2227000,0.0,0.00071653543
mp-1221920,0.0,0.09792779
mp-1196507,1.0,0.6966933
mp-775001,0.0,0.08816319
mp-1219445,0.0,0.5938109
mp-1178321,0.0,0.024788482
mp-20302,1.0,0.31418553
mp-771712,0.0,0.0008534192
mp-735566,1.0,0.25552055
mp-695983,1.0,0.25336185
mp-1194642,1.0,0.31815654
mp-777638,0.0,0.009766743
mp-1101736,0.0,0.0044682184
mp-1042761,0.0,0.36456028
mp-649683,1.0,0.16837369
mp-1215961,0.0,0.027163725
mp-1204162,1.0,0.12912232
mp-753159,0.0,0.0015049768
mp-759064,0.0,0.021242965
mp-707411,0.0,0.16520996
mp-1216396,0.0,0.024923898
mp-22076,1.0,0.105922386
mp-755173,0.0,0.0006160858
mp-4196,1.0,0.5158842
mp-772911,0.0,0.023201857
mp-758940,0.0,0.010011113
mp-777729,0.0,0.0021612626
mp-698316,1.0,0.35726786
mp-1666747,0.0,0.053266592
mp-1045812,0.0,0.17514391
mp-1200519,1.0,0.48089075
mp-1178295,0.0,0.026434075
mp-1104716,1.0,0.13136302
mp-26270,0.0,0.20964797
mp-16431,1.0,0.9222068
mp-1233823,0.0,0.0012218318
mp-630372,1.0,0.9083756
mp-774420,0.0,0.01622556
mp-1218604,0.0,0.006321921
mp-1219060,0.0,0.023338739
mp-1216443,0.0,0.06907402
mp-1184413,0.0,0.00035997937
mp-25961,0.0,0.0028594038
mp-1236492,0.0,0.0017524743
mp-2233530,0.0,0.0005143064
mp-1103196,1.0,0.9292962
mp-760008,0.0,0.0014657394
mp-1217456,0.0,0.0454974
mp-1027787,0.0,0.0016631538
mp-1260096,0.0,0.007802345
mp-1201193,1.0,0.76374453
mp-1216033,0.0,0.07566803
mp-766414,0.0,0.023929019
mp-1379329,0.0,0.068914264
mp-1213561,0.0,0.4178516
mp-1224953,0.0,0.031126978
mp-1225495,0.0,0.017522005
mp-1201928,1.0,0.41602367
mp-1407574,0.0,0.0043624337
mp-1279561,0.0,0.07684962
mp-1221119,0.0,0.010119572
mp-6239,1.0,0.06923279
mp-1340255,0.0,0.003151673
mp-796259,1.0,0.22456086
mp-1076428,0.0,0.018702123
mp-2232304,0.0,0.0003468665
mp-800964,0.0,0.008020616
mp-1220144,0.0,0.03412142
mp-1099816,0.0,0.014698434
mp-26221,0.0,0.0012587707
mp-1184472,0.0,0.8653909
mp-766460,0.0,0.19188312
mp-768335,0.0,0.028138062
mp-763353,0.0,0.069737725
mp-1228920,0.0,0.23855074
mp-1219435,0.0,0.11020217
mp-2229112,0.0,0.00020231474
mp-768415,0.0,0.0016668617
mp-2220253,0.0,0.00087208126
mp-1106121,0.0,0.42615566
mp-30326,1.0,0.2964336
mp-1225135,0.0,0.54518825
mp-1247160,0.0,0.16426869
mp-1099701,0.0,0.026889605
mp-2232171,0.0,0.00047052535
mp-1221984,0.0,0.0062367893
mp-1025357,0.0,0.31157565
mp-2230440,0.0,0.0007207501
mp-34501,0.0,0.0061437413
mp-755626,0.0,0.0030244112
mp-1214455,0.0,0.2667309
mp-1360164,0.0,0.02518981
mp-1078491,1.0,0.21452436
mp-754582,0.0,0.0012432247
mp-26644,0.0,0.16431044
mp-2230368,0.0,0.00038254657
mp-776209,0.0,0.0014675999
mp-752900,0.0,0.0069284206
mp-1226156,0.0,0.39318255
mp-570462,1.0,0.41655508
mp-761073,0.0,0.081733406
