ids,target,prediction
mp-1027908,0.0,0.0011351889
mp-1027926,0.0,0.0012019691
mp-1027948,0.0,0.0017273206
mp-1027961,0.0,0.001588418
mp-1027967,0.0,0.0012038575
mp-1027974,0.0,0.0017958056
mp-1027981,0.0,0.0012149891
mp-1027983,0.0,0.0019952026
mp-1027986,0.0,0.001277391
mp-1027989,0.0,0.0029658165
mp-1027991,0.0,0.0016959152
mp-1027992,0.0,0.0018056623
mp-1028002,0.0,0.00296567
mp-1028010,0.0,0.0031647724
mp-1028021,0.0,0.0013996663
mp-1027889,0.0,0.0014315437
mp-1027891,0.0,0.0054892926
mp-1028387,0.0,0.0012528307
mp-1028432,0.0,0.0022711386
mp-1028193,0.0,0.0015727258
mp-1028200,0.0,0.0019433905
mp-1028207,0.0,0.0044792495
mp-1028219,0.0,0.004167012
mp-1028228,0.0,0.0018266957
mp-1028242,0.0,0.0016389414
mp-1028050,0.0,0.007187449
mp-1028094,0.0,0.0018418343
mp-1028142,0.0,0.0013201261
mp-1028160,0.0,0.0012016143
mp-1029659,0.0,0.100403756
mp-1029739,0.0,0.0020088188
mp-1032124,0.0,0.00015757038
mp-1032129,0.0,0.00014485851
mp-1032130,0.0,0.00010782508
mp-1032131,0.0,0.00013569936
mp-1032137,0.0,0.00014004491
mp-1032138,0.0,0.0001105787
mp-1032147,0.0,0.00016332603
mp-1032152,0.0,0.00017704704
mp-1032172,0.0,0.00014858012
mp-1032174,0.0,0.0001454731
mp-1032213,0.0,0.00016912071
mp-1032215,0.0,0.0001591688
mp-1032234,0.0,0.00016935471
mp-1032236,0.0,0.00018945873
mp-1032374,0.0,0.00014107855
mp-1032382,0.0,0.0001589237
mp-1032412,0.0,0.0006410427
mp-1032435,0.0,0.00014883777
mp-1032440,0.0,0.00019459092
mp-1032452,0.0,0.0006264709
mp-1032456,0.0,0.00013681425
mp-1032467,0.0,0.000115433235
mp-1032469,0.0,0.00018768571
mp-1032498,0.0,0.00023033822
mp-1032499,0.0,0.0002111146
mp-1032500,0.0,0.000118952215
mp-1032516,0.0,0.0002918449
mp-1032519,0.0,0.00028661653
mp-1032522,0.0,0.00042444599
mp-1032523,0.0,0.00037083492
mp-1032532,0.0,0.00029978206
mp-1032542,0.0,0.0001959015
mp-1032577,0.0,0.00013067406
mp-1032580,0.0,0.0001379207
mp-1032615,0.0,0.00014705212
mp-1032624,0.0,0.00013744753
mp-1032625,0.0,0.00013569406
mp-1032638,0.0,0.00012868326
mp-1032691,0.0,0.00017490503
mp-1032824,0.0,0.00016098437
mp-1032839,0.0,0.000136672
mp-1032862,0.0,0.00012882175
mp-1032929,0.0,0.00013970613
mp-1032930,0.0,0.00012729636
mp-1032937,0.0,0.00015824115
mp-1033030,0.0,0.0001413232
mp-1033177,0.0,0.00038676464
mp-1033183,0.0,0.00037903117
mp-1035726,0.0,0.00034340704
mp-1035743,0.0,0.00032284218
mp-1035756,0.0,0.00032837602
mp-1035757,0.0,0.0003226785
mp-1035767,0.0,0.0003404436
mp-1035770,0.0,0.00033394096
mp-1035776,0.0,0.00035119912
mp-1035790,0.0,0.00033840726
mp-1035796,0.0,0.00032585094
mp-1035812,0.0,0.00032895443
mp-1035831,0.0,0.00032386105
mp-1035892,0.0,0.00029315223
mp-1036012,0.0,0.0003022455
mp-1036060,0.0,0.00028880517
mp-1036118,0.0,0.00029905784
mp-1036194,0.0,0.0003116689
mp-1036237,0.0,0.00031533226
mp-1036442,0.0,0.00029568805
mp-1036463,0.0,0.00029723355
mp-1036658,0.0,0.00033308723
mp-1036709,0.0,0.0003251195
mp-1036954,0.0,0.0003493415
mp-1036955,0.0,0.0003488413
mp-1036993,0.0,0.000347012
mp-1036994,0.0,0.00034984478
mp-1036996,0.0,0.00034436726
mp-1036997,0.0,0.00034660404
mp-1035435,0.0,0.00030770258
mp-1035445,0.0,0.0003178101
mp-1035457,0.0,0.0003372517
mp-1035459,0.0,0.00033951047
mp-1035468,0.0,0.00029891363
mp-1035480,0.0,0.00033456585
mp-1035481,0.0,0.0003313484
mp-1035508,0.0,0.00030278543
mp-1035509,0.0,0.00027529537
mp-1035518,0.0,0.00030766797
mp-1035521,0.0,0.00026904195
mp-1035531,0.0,0.00035247172
mp-1035533,0.0,0.00028188323
mp-1035540,0.0,0.00029183237
mp-1035541,0.0,0.00029848417
mp-1035557,0.0,0.0005540673
mp-1035561,0.0,0.00034932053
mp-1035591,0.0,0.00054755155
mp-1035597,0.0,0.00030111976
mp-1035599,0.0,0.00034359304
mp-1035602,0.0,0.00030093177
mp-1035604,0.0,0.00028738292
mp-1035624,0.0,0.00027907945
mp-1035626,0.0,0.00032013157
mp-1035627,0.0,0.00031879847
mp-1035654,0.0,0.00025217305
mp-1035662,0.0,0.00027576272
mp-1035685,0.0,0.00034880074
mp-1037039,0.0,0.00035521487
mp-1037070,0.0,0.00034043193
mp-1037212,0.0,0.00037494037
mp-1037244,0.0,0.00034139917
mp-1037298,0.0,0.0003416906
mp-1037305,0.0,0.00035943376
mp-1037344,0.0,0.00035853026
mp-1037357,0.0,0.00035424126
mp-1037391,0.0,0.00034011694
mp-1037402,0.0,0.0003464078
mp-1037415,0.0,0.00034013737
mp-1037419,0.0,0.00034632525
mp-1037420,0.0,0.00035916764
mp-1037441,0.0,0.00033478823
mp-1037458,0.0,0.00032670755
mp-1037485,0.0,0.00034595464
mp-1037498,0.0,0.00034410704
mp-1037499,0.0,0.00033293676
mp-1037500,0.0,0.0003438591
mp-1037501,0.0,0.00035051678
mp-1037531,0.0,0.00033350286
mp-1037532,0.0,0.0003383295
mp-1037542,0.0,0.00035770374
mp-1037552,0.0,0.0003400472
mp-1037565,0.0,0.00036474617
mp-1037572,0.0,0.00034380011
mp-1037593,0.0,0.0003456059
mp-1037596,0.0,0.000381341
mp-1037599,0.0,0.0003626208
mp-1037604,0.0,0.00035202372
mp-1037605,0.0,0.0003479674
mp-1037606,0.0,0.00036035737
mp-1037618,0.0,0.00038277605
mp-1037628,0.0,0.00035719087
mp-1038379,0.0,0.00034697002
mp-1038385,0.0,0.00034702956
mp-1037676,0.0,0.0003417183
mp-1037677,0.0,0.00034914873
mp-1037799,0.0,0.0003631072
mp-1037800,0.0,0.00033206723
mp-1037801,0.0,0.0003368237
mp-1037922,0.0,0.00034512943
mp-1037923,0.0,0.00034279632
mp-1038045,0.0,0.00034232216
mp-1038124,0.0,0.00034215348
mp-1035697,0.0,0.0003338537
mp-1035698,0.0,0.0003547117
mp-1040459,0.0,0.06705005
mp-1040470,0.0,0.014852908
mp-1040883,0.0,0.11982723
mp-1040917,0.0,0.12222915
mp-1040941,0.0,0.10404814
mp-1040986,0.0,0.0002654623
mp-1041009,0.0,0.0006487938
mp-1041045,0.0,0.00053172786
mp-1041062,0.0,0.15064879
mp-1041092,0.0,0.0005785727
mp-1041163,0.0,0.013727089
mp-1041171,0.0,0.046143364
mp-1041214,0.0,0.061165523
mp-1041330,0.0,0.05047592
mp-1041416,0.0,0.00048115186
mp-1041420,0.0,0.009560465
mp-1041464,0.0,0.0014797089
mp-1041467,0.0,0.070523925
mp-1041598,0.0,0.18959007
mp-1041600,0.0,0.0035703348
mp-1041706,0.0,0.057373438
mp-1041720,0.0,0.00015693896
mp-1041792,0.0,0.1691988
mp-1041859,0.0,0.25843513
mp-1041868,0.0,0.08230671
mp-1041922,0.0,0.26884007
mp-1041946,0.0,0.044806793
mp-1042021,0.0,0.11902827
mp-1042037,0.0,0.0005865756
mp-1042054,0.0,0.015438202
mp-1042141,0.0,0.0074812504
mp-1042170,0.0,0.07601209
mp-1042339,0.0,0.091390096
mp-1042464,0.0,0.010623603
mp-1042547,0.0,0.054866627
mp-1042559,0.0,0.0411541
mp-1042658,0.0,0.0007534932
mp-1042677,0.0,0.016847583
mp-1042681,0.0,0.00034648474
mp-1043115,0.0,0.008340423
mp-1043124,0.0,0.09637048
mp-1043129,0.0,0.025415571
mp-1043130,0.0,0.019777417
mp-1043216,0.0,0.045307007
mp-1043236,0.0,0.00010909417
mp-1043253,0.0,0.0002187948
mp-1043265,0.0,0.0047053993
mp-1043297,0.0,0.07382311
mp-1043303,0.0,0.08915275
mp-1043304,0.0,0.09794874
mp-1042711,0.0,0.062377587
mp-1042715,0.0,0.00076807156
mp-1042732,0.0,0.00034576046
mp-1042742,0.0,0.042619806
mp-1042761,0.0,0.36456028
mp-1042781,0.0,0.11606383
mp-1042809,0.0,0.0052721133
mp-1042813,0.0,0.00018225482
mp-1042815,0.0,0.0016975404
mp-1042820,0.0,0.07524738
mp-1042824,0.0,0.27428755
mp-1042860,0.0,0.2951479
mp-1042861,0.0,0.2592648
mp-1042882,0.0,0.017772848
mp-1042894,0.0,0.010612442
mp-1042899,0.0,0.03488919
mp-1042908,0.0,0.043755207
mp-1042918,0.0,0.0066113896
mp-1042928,0.0,0.27186093
mp-1042940,0.0,0.0040107733
mp-1042970,0.0,0.0706011
mp-1042994,0.0,0.063095815
mp-1043056,0.0,0.00037206584
mp-1043059,0.0,0.25110582
mp-1043062,0.0,0.0020068581
mp-1043064,0.0,0.0447659
mp-1043066,0.0,0.095132165
mp-1043501,0.0,0.48422688
mp-1043513,1.0,0.33193946
mp-1043530,0.0,0.0032855554
mp-1043537,0.0,0.08438058
mp-1043548,0.0,0.008378028
mp-1043588,0.0,0.049656056
mp-1043611,0.0,0.007589679
mp-1043619,0.0,0.025493074
mp-1043643,0.0,0.2358583
mp-1043700,0.0,0.22366938
mp-1043786,0.0,0.0009933496
mp-1043807,0.0,0.10735156
mp-1043811,0.0,0.0588848
mp-1043825,0.0,0.03446652
mp-1043839,0.0,0.0004093883
mp-1043844,0.0,0.0006233886
mp-1043854,0.0,0.0004425341
mp-1043864,0.0,0.07712272
mp-1043865,0.0,0.006458198
mp-1043870,0.0,0.000645712
mp-1043874,0.0,0.012055222
mp-1043877,0.0,0.3432494
mp-1043887,0.0,0.049313128
mp-1043894,0.0,0.010644865
mp-1043895,0.0,0.027538486
mp-1043919,0.0,0.07738977
mp-1043921,0.0,0.008948275
mp-1043924,0.0,0.023903105
mp-1043932,0.0,0.0015205903
mp-1043944,0.0,0.08010243
mp-1043946,0.0,0.0018138713
mp-1043948,0.0,0.07104743
mp-1043955,0.0,0.02668693
mp-1043966,0.0,0.009529072
mp-1043970,0.0,0.04285245
mp-1043971,0.0,0.023496566
mp-1043975,0.0,0.0007154015
mp-1043977,0.0,0.00044635177
mp-1043980,0.0,0.0004712813
mp-1043991,0.0,0.0003121176
mp-1043995,0.0,0.060856126
mp-1043996,0.0,0.0003488536
mp-1044000,0.0,0.11377
mp-1044001,0.0,0.0013403064
mp-1044002,0.0,0.037679374
mp-1044012,0.0,0.0015183303
mp-1044018,0.0,0.009813597
mp-1044021,0.0,0.0051486893
mp-1044024,0.0,0.010565692
mp-1044026,0.0,0.010515086
mp-1044027,0.0,0.09713687
mp-1044028,0.0,0.040349886
mp-1044032,0.0,0.01918981
mp-1044037,0.0,0.02889769
mp-1044050,0.0,0.008260399
mp-1044058,0.0,0.008558093
mp-1044069,0.0,0.019012067
mp-1044078,0.0,0.021603987
mp-1044082,0.0,0.024358675
mp-1044107,0.0,0.010075741
mp-1044121,0.0,0.0005380267
mp-1044202,0.0,0.124853306
mp-1044279,0.0,0.013572704
mp-1044282,0.0,0.0008150774
mp-1044379,0.0,0.045094762
mp-1044380,0.0,0.0001861528
mp-1044387,0.0,0.0001292975
mp-1044389,0.0,0.044433527
mp-1044403,0.0,0.01164308
mp-1044413,0.0,0.0051859133
mp-1044425,0.0,0.00046430866
mp-10445,1.0,0.93707657
mp-1044536,0.0,0.0017949389
mp-1044639,0.0,0.3962423
mp-1044754,0.0,0.08037431
mp-1044777,0.0,0.037960153
mp-1044845,0.0,0.28680685
mp-1045059,0.0,0.0438177
mp-1045307,0.0,0.024504224
mp-1045352,0.0,0.36099705
mp-1045438,0.0,0.101925895
mp-1045442,0.0,0.004628611
mp-1045493,0.0,0.03294463
mp-1045503,0.0,0.32557204
mp-1045551,0.0,0.00010333707
mp-1045601,0.0,0.44023415
mp-1045634,0.0,0.0074841613
mp-1045728,0.0,0.04280405
mp-1043896,0.0,0.0002439654
mp-1043900,0.0,0.047681917
mp-1043903,0.0,0.04877036
mp-1043917,0.0,0.14137489
mp-1043101,0.0,0.23709883
mp-1043103,0.0,0.00083512923
mp-1043109,0.0,0.013843415
mp-1043493,0.0,0.004257347
mp-1045770,1.0,0.07994651
mp-1045790,0.0,0.001068438
mp-1045812,0.0,0.17514385
mp-1045827,0.0,0.20859982
mp-1045836,0.0,0.022691904
mp-1045954,0.0,0.00857721
mp-1045982,0.0,0.00024273498
mp-1045986,0.0,0.02584766
mp-1046059,0.0,0.010500281
mp-1046115,0.0,0.026011683
mp-1046118,0.0,0.00053696305
mp-1047019,0.0,0.031423982
mp-1047054,0.0,0.055633496
mp-1047067,0.0,0.006932812
mp-1047105,0.0,0.061328426
mp-1047202,0.0,0.0012045227
mp-1047245,0.0,0.029870389
mp-1047268,0.0,0.002327025
mp-1047285,0.0,0.0965058
mp-1046553,0.0,0.00028506885
mp-1046571,0.0,0.044972967
mp-1046611,0.0,0.36468136
mp-1046612,0.0,0.0016624667
mp-1046652,0.0,0.15487231
mp-1046688,0.0,0.0030257113
mp-1046713,0.0,0.008457319
mp-1046733,0.0,0.20240514
mp-1046751,0.0,0.020304186
mp-1046805,0.0,0.19789581
mp-1046246,0.0,0.07410922
mp-1046282,0.0,0.00015682257
mp-1046293,0.0,0.009884652
mp-1046324,0.0,0.11627285
mp-1046342,0.0,0.13634983
mp-1046349,0.0,0.02946842
mp-1046351,0.0,0.06439198
mp-1046443,0.0,0.021187041
mp-1046445,0.0,0.0009457209
mp-1046475,0.0,0.066183664
mp-1046490,0.0,0.1923341
mp-1046496,0.0,0.13455087
mp-1046524,0.0,0.010770719
mp-1047414,0.0,0.0196319
mp-1047490,0.0,0.10820045
mp-1047527,0.0,0.048454046
mp-1047531,0.0,0.2651083
mp-1047560,0.0,0.05433521
mp-1047701,0.0,0.005361386
mp-1047759,0.0,0.03524062
mp-1047809,0.0,0.020804014
mp-1047894,0.0,0.018411271
mp-1047946,0.0,0.2580125
mp-1048015,0.0,0.03611432
mp-1048044,0.0,0.0059632617
mp-1048047,0.0,0.00016442689
mp-1048153,0.0,0.030836595
mp-1048244,0.0,0.064538226
mp-1048269,0.0,0.00062039244
mp-1048270,0.0,0.013431174
mp-1048318,0.0,0.100288734
mp-1048359,0.0,0.023173528
mp-1048387,0.0,0.08649895
mp-1048391,0.0,0.22157378
mp-1048396,0.0,0.20942034
mp-1048464,0.0,0.00045542466
mp-1048495,0.0,0.17289092
mp-1048504,0.0,0.02364969
mp-1048505,0.0,0.05479855
mp-1048533,0.0,0.12241545
mp-1047825,0.0,0.28210464
mp-1048584,0.0,0.013272775
mp-1048596,0.0,0.62162805
mp-1048600,0.0,0.034486398
mp-1048638,0.0,0.0065100254
mp-1048639,0.0,0.004493262
mp-1048660,0.0,0.09660424
mp-1048821,0.0,0.03781262
mp-1048853,0.0,0.044640243
mp-1048924,0.0,0.18040343
mp-1049241,0.0,0.24949059
mp-1049284,0.0,0.0002347353
mp-10516,1.0,0.73907995
mp-1055905,0.0,0.48495358
mp-10596,1.0,0.00011317771
mp-1065741,0.0,0.12713096
mp-1065753,0.0,0.060204107
mp-1066006,0.0,0.11706969
mp-1066497,0.0,0.2687662
mp-1066581,0.0,0.1023251
mp-1066609,0.0,0.20221397
mp-1066862,0.0,0.08610053
mp-1067840,1.0,0.0010846758
mp-1068212,0.0,0.13052018
mp-1068250,1.0,0.77229613
mp-1068296,1.0,0.94707906
mp-1068300,1.0,0.29981384
mp-1062652,0.0,0.103045605
mp-1062988,1.0,0.5440884
mp-1063914,0.0,0.16414751
mp-1065359,0.0,0.13781306
mp-1068789,0.0,0.49162737
mp-1069054,1.0,0.50387156
mp-1069079,0.0,0.06381721
mp-1069147,1.0,0.9392679
mp-1070151,0.0,0.4639023
mp-1070333,0.0,0.75019705
mp-1070735,0.0,0.64465797
mp-1071283,0.0,0.12666552
mp-1071360,1.0,0.09766122
mp-1071423,0.0,0.046966825
mp-1071505,1.0,0.12983347
mp-1072076,0.0,0.030563015
mp-1072181,1.0,0.71492743
mp-1072880,1.0,0.6646931
mp-10754,1.0,0.09960835
mp-10755,1.0,0.20198771
mp-10756,1.0,0.108132854
mp-1075904,0.0,0.27384153
mp-1075935,0.0,0.0388225
mp-1075954,0.0,0.053769294
mp-1075955,0.0,0.036962606
mp-1075966,0.0,0.03362235
mp-1075968,0.0,0.017178029
mp-1075969,0.0,0.026838653
mp-1075984,0.0,0.013488261
mp-1075997,0.0,0.023268895
mp-1076058,0.0,0.016913645
mp-1076062,0.0,0.026922358
mp-1076079,0.0,0.026646093
mp-1076080,0.0,0.013124062
mp-1076090,0.0,0.116149284
mp-1076092,0.0,0.011366358
mp-10761,1.0,0.38468122
mp-1076107,0.0,0.022335628
mp-1076139,0.0,0.0054554776
mp-1076141,0.0,0.01106909
mp-1076147,0.0,0.020149736
mp-1076157,0.0,0.0002795993
mp-1076159,0.0,0.01863605
mp-1076163,0.0,0.009706524
mp-1076165,0.0,0.020043958
mp-1076172,0.0,0.0099958405
mp-1076177,0.0,0.011253811
mp-1076181,0.0,0.011490187
mp-1076182,0.0,0.009534159
mp-1076190,0.0,0.009655887
mp-1076197,0.0,0.0099549275
mp-1076198,0.0,0.015796343
mp-1076199,0.0,0.012532511
mp-1076203,0.0,0.029111963
mp-1076204,0.0,0.038206756
mp-1076214,0.0,0.0039475136
mp-1076260,0.0,0.022842584
mp-1076268,0.0,0.015370608
mp-1076319,0.0,0.060131557
mp-1076359,0.0,0.015379169
mp-1076368,0.0,0.00868507
mp-1076372,0.0,0.028512709
mp-1076382,0.0,0.08335868
mp-1076408,0.0,0.01866099
mp-1076409,0.0,0.012755957
mp-1076410,0.0,0.019674726
mp-1076418,0.0,0.01092967
mp-1076424,0.0,0.07981686
mp-1076428,0.0,0.018702108
mp-1076431,0.0,0.05540952
mp-1076444,0.0,0.012475257
mp-1076445,0.0,0.02775103
mp-1076449,0.0,0.010617411
mp-1076450,0.0,0.012750601
mp-1076455,0.0,0.010237667
mp-1076457,0.0,0.028713122
mp-1076459,0.0,0.041299354
mp-1076463,0.0,0.18841985
mp-1076473,0.0,0.012730893
mp-1076479,0.0,0.016646875
mp-1076482,0.0,0.012572144
mp-1076487,0.0,0.012443738
mp-1076488,0.0,0.016138943
mp-1076502,0.0,0.016180018
mp-1076516,0.0,0.020984933
mp-1076529,0.0,0.05786918
mp-1076580,0.0,0.055369005
mp-1076592,0.0,0.027790597
mp-1076597,0.0,0.01818269
mp-1076598,0.0,0.014644018
mp-1076601,0.0,0.009516326
mp-1076602,0.0,0.027595837
mp-1076610,0.0,0.020878747
mp-1076611,0.0,0.027098628
mp-1076614,0.0,0.01971729
mp-1076626,0.0,0.026648989
mp-1076631,0.0,0.018952316
mp-1076651,0.0,0.017884834
mp-1076669,0.0,0.010159027
mp-1076671,0.0,0.012401982
mp-1076674,0.0,0.025733018
mp-1076747,0.0,0.025334984
mp-1076750,0.0,0.009945279
mp-1076758,0.0,0.018381268
mp-1076761,0.0,0.09255483
mp-1076769,0.0,0.018778363
mp-1076792,0.0,0.009548228
mp-1076796,0.0,0.015106063
mp-1076797,0.0,0.006285052
mp-1076802,0.0,0.030280136
mp-1076805,0.0,0.023702128
mp-1076829,0.0,0.026458438
mp-1076854,0.0,0.018355109
mp-1076858,0.0,0.037393972
mp-1076861,0.0,0.024517247
mp-1076862,0.0,0.010232257
mp-1076863,0.0,0.15496027
mp-1076884,0.0,0.021424696
mp-1076892,0.0,0.024448121
mp-1077240,0.0,0.39310294
mp-1076399,0.0,0.03637033
mp-1077893,1.0,0.37777194
mp-1077982,1.0,0.47955394
mp-1078015,0.0,0.028765317
mp-1078053,1.0,0.37140882
mp-1078098,1.0,0.6998544
mp-1078104,1.0,0.11155043
mp-1078113,1.0,0.14621706
mp-1078132,1.0,0.3527733
mp-1078159,1.0,0.3584358
mp-1078162,1.0,0.113571905
mp-1078182,1.0,0.6883775
mp-1078209,1.0,0.00075561437
mp-1078217,1.0,0.16815832
mp-1078247,1.0,0.1402459
mp-1077386,0.0,0.021682188
mp-1077617,0.0,0.14304404
mp-1077660,0.0,0.03759806
mp-1077667,0.0,0.015864348
mp-1077670,0.0,0.017611664
mp-1077671,0.0,0.014468685
mp-1077691,0.0,0.011248802
mp-1077708,0.0,0.004632215
mp-1077745,0.0,0.06561447
mp-1077746,1.0,0.27636272
mp-1077790,0.0,0.27363253
mp-1077808,0.0,0.12308217
mp-1078634,1.0,0.051691763
mp-1078679,1.0,0.66574794
mp-1078705,1.0,0.6089405
mp-1078707,1.0,0.78806573
mp-1078746,1.0,0.3196351
mp-1078766,1.0,0.27739862
mp-1078299,1.0,0.61518955
mp-1078332,1.0,0.28066733
mp-1078361,1.0,0.06781763
mp-1078379,1.0,0.3547465
mp-1078387,1.0,0.17187156
mp-1078415,1.0,0.3252688
mp-1078458,1.0,0.018974153
mp-1078491,1.0,0.21452425
mp-1078517,1.0,0.38686872
mp-1078538,1.0,0.60758156
mp-1079106,1.0,0.17340103
mp-1079119,1.0,0.48655763
mp-1079126,1.0,0.3298728
mp-1079176,1.0,0.6167524
mp-1079285,0.0,0.13538162
mp-1078838,0.0,0.10259127
mp-1078912,0.0,0.13418327
mp-1078945,1.0,0.6085478
